time,node,sfc_1,sfc_2,sfc_3,sfc_4
42000,pop0,0.7127277049152879,0.8281681639079445,0.9362223608434577,1
42000,pop1,0.7127277049152879,0.8281681639079445,0.9362223608434577,1
43000,pop0,0.7178203955043724,0.8367206741311044,0.9492292526286903,1
43000,pop1,0.7178203955043724,0.8367206741311044,0.9492292526286903,1
44000,pop0,0.7222472274429178,0.8452685369787092,0.9588147519317747,1
44000,pop1,0.7222472274429178,0.8452685369787092,0.9588147519317747,1
45000,pop0,0.7269099356602756,0.8521223854263907,0.9666209832379452,1
45000,pop1,0.7269099356602756,0.8521223854263907,0.9666209832379452,1
46000,pop0,0.7276564160223741,0.8521507097808914,0.9676039389038891,1
46000,pop1,0.7276564160223741,0.8521507097808914,0.9676039389038891,1
47000,pop0,0.7214387026048296,0.841313680572082,0.9556280488600801,1
47000,pop1,0.7214387026048296,0.841313680572082,0.9556280488600801,1
48000,pop0,0.7094432137297605,0.8255267987919745,0.9372292100427245,1
48000,pop1,0.7094432137297605,0.8255267987919745,0.9372292100427245,1
49000,pop0,0.6998562622807558,0.8104475844022042,0.9234310631467008,1
49000,pop1,0.6998562622807558,0.8104475844022042,0.9234310631467008,1
50000,pop0,0.6934440494870812,0.794701745364885,0.9066274440012083,1
50000,pop1,0.6934440494870812,0.794701745364885,0.9066274440012083,1
51000,pop0,0.6911984174511139,0.7835713011207578,0.8952684937865818,1
51000,pop1,0.6911984174511139,0.7835713011207578,0.8952684937865818,1
52000,pop0,0.6916512108018054,0.7758121477198895,0.8867657346787746,1
52000,pop1,0.6916512108018054,0.7758121477198895,0.8867657346787746,1
53000,pop0,0.6916383682752236,0.7692393126040399,0.8809639871013109,1
53000,pop1,0.6916383682752236,0.7692393126040399,0.8809639871013109,1
54000,pop0,0.6901904456723252,0.7657528140362054,0.8775921108811506,1
54000,pop1,0.6901904456723252,0.7657528140362054,0.8775921108811506,1
55000,pop0,0.6898627503006204,0.7644741070091796,0.8778125660131859,1
55000,pop1,0.6898627503006204,0.7644741070091796,0.8778125660131859,1
56000,pop0,0.6949673827014125,0.7684147580622678,0.8815991310338362,1
56000,pop1,0.6949673827014125,0.7684147580622678,0.8815991310338362,1
57000,pop0,0.7099913309679501,0.7834973036299242,0.8945372137493988,1
57000,pop1,0.7099913309679501,0.7834973036299242,0.8945372137493988,1
58000,pop0,0.7240154184711572,0.7997979986578977,0.9079551115162666,1
58000,pop1,0.7240154184711572,0.7997979986578977,0.9079551115162666,1
59000,pop0,0.7369673000178953,0.8146486666496826,0.9208969016309616,1
59000,pop1,0.7369673000178953,0.8146486666496826,0.9208969016309616,1
60000,pop0,0.7515905913402157,0.8319202896463854,0.9346715892486528,1
60000,pop1,0.7515905913402157,0.8319202896463854,0.9346715892486528,1
61000,pop0,0.7640154412018304,0.8449313880595285,0.9459619837769051,1
61000,pop1,0.7640154412018304,0.8449313880595285,0.9459619837769051,1
62000,pop0,0.7745783155106184,0.8552689642599534,0.9521476717720674,1
62000,pop1,0.7745783155106184,0.8552689642599534,0.9521476717720674,1
63000,pop0,0.7866787017083878,0.8658350103042352,0.9567092106377393,1
63000,pop1,0.7866787017083878,0.8658350103042352,0.9567092106377393,1
64000,pop0,0.7997186913134636,0.8753256834770151,0.9591169334210599,1
64000,pop1,0.7997186913134636,0.8753256834770151,0.9591169334210599,1
65000,pop0,0.811824749292127,0.8805782227148585,0.9572810648378893,1
65000,pop1,0.811824749292127,0.8805782227148585,0.9572810648378893,1
66000,pop0,0.8263674422895935,0.8857177961384662,0.9560880483611767,1
66000,pop1,0.8263674422895935,0.8857177961384662,0.9560880483611767,1
67000,pop0,0.8408671954106878,0.8900384139901553,0.9566975749287087,1
67000,pop1,0.8408671954106878,0.8900384139901553,0.9566975749287087,1
68000,pop0,0.8541704802726996,0.894104425558441,0.9537054082749472,1
68000,pop1,0.8541704802726996,0.894104425558441,0.9537054082749472,1
69000,pop0,0.8603562580593042,0.8965208446315421,0.9483064058768604,1
69000,pop1,0.8603562580593042,0.8965208446315421,0.9483064058768604,1
70000,pop0,0.8636207067154524,0.8981223357359499,0.9439191784853356,1
70000,pop1,0.8636207067154524,0.8981223357359499,0.9439191784853356,1
71000,pop0,0.8656389595847485,0.8980671640551532,0.9372492980723717,1
71000,pop1,0.8656389595847485,0.8980671640551532,0.9372492980723717,1
72000,pop0,0.8660166330359702,0.8972145395990004,0.9338397801097194,1
72000,pop1,0.8660166330359702,0.8972145395990004,0.9338397801097194,1
73000,pop0,0.8581411840986969,0.8876480046963051,0.9205328874852609,1
73000,pop1,0.8581411840986969,0.8876480046963051,0.9205328874852609,1
74000,pop0,0.8462333374049176,0.874796603795643,0.9036456178826351,1
74000,pop1,0.8462333374049176,0.874796603795643,0.9036456178826351,1
75000,pop0,0.8365505707523191,0.8638161447555067,0.8901237885988392,1
75000,pop1,0.8365505707523191,0.8638161447555067,0.8901237885988392,1
76000,pop0,0.8240898815555571,0.8499052942862351,0.8728606689423377,1
76000,pop1,0.8240898815555571,0.8499052942862351,0.8728606689423377,1
77000,pop0,0.8155818763649773,0.8390670032598889,0.8603483576952666,1
77000,pop1,0.8155818763649773,0.8390670032598889,0.8603483576952666,1
78000,pop0,0.8063446319094362,0.8276442668129139,0.8473581123936846,1
78000,pop1,0.8063446319094362,0.8276442668129139,0.8473581123936846,1
79000,pop0,0.8055954932569681,0.8246240535613976,0.8418089522070787,1
79000,pop1,0.8055954932569681,0.8246240535613976,0.8418089522070787,1
80000,pop0,0.7992917695811019,0.820818668097118,0.8357066934634256,1
80000,pop1,0.7992917695811019,0.820818668097118,0.8357066934634256,1
81000,pop0,0.7934625908457389,0.8228023670692194,0.8358509953667475,1
81000,pop1,0.7934625908457389,0.8228023670692194,0.8358509953667475,1
82000,pop0,0.7954119502648663,0.8336916064868901,0.8450764836444905,1
82000,pop1,0.7954119502648663,0.8336916064868901,0.8450764836444905,1
83000,pop0,0.7940829885153032,0.8446335640921289,0.8558344670822893,1
83000,pop1,0.7940829885153032,0.8446335640921289,0.8558344670822893,1
84000,pop0,0.7879233809935726,0.8499574118447382,0.8609675686521387,1
84000,pop1,0.7879233809935726,0.8499574118447382,0.8609675686521387,1
85000,pop0,0.7851492679735813,0.8545303027094595,0.8652707924128404,1
85000,pop1,0.7851492679735813,0.8545303027094595,0.8652707924128404,1
86000,pop0,0.7878597373033659,0.8648937306491302,0.8769352011948026,1
86000,pop1,0.7878597373033659,0.8648937306491302,0.8769352011948026,1
87000,pop0,0.793989622023503,0.8740999941636114,0.885202963212785,1
87000,pop1,0.793989622023503,0.8740999941636114,0.885202963212785,1
88000,pop0,0.7944360100377278,0.8788656073902823,0.8896233197784484,1
88000,pop1,0.7944360100377278,0.8788656073902823,0.8896233197784484,1
89000,pop0,0.789847144846598,0.8794361825293328,0.8888487166071577,1
89000,pop1,0.789847144846598,0.8794361825293328,0.8888487166071577,1
90000,pop0,0.7794254046396994,0.8734798673953683,0.8825330483988026,1
90000,pop1,0.7794254046396994,0.8734798673953683,0.8825330483988026,1
91000,pop0,0.7651552923555209,0.8658782260340873,0.8745877123743123,1
91000,pop1,0.7651552923555209,0.8658782260340873,0.8745877123743123,1
92000,pop0,0.7453526920838611,0.8559420735601073,0.8648763932659088,1
92000,pop1,0.7453526920838611,0.8559420735601073,0.8648763932659088,1
93000,pop0,0.7230608852874406,0.8460844975629714,0.8541948061870602,1
93000,pop1,0.7230608852874406,0.8460844975629714,0.8541948061870602,1
94000,pop0,0.6976252794019905,0.8326777128093925,0.8406987892546125,1
94000,pop1,0.6976252794019905,0.8326777128093925,0.8406987892546125,1
